公司名称,公司代码,股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
致欧科技,301376,301376,2024-12-31,按产品分类,家具系列,4198105226.67,0.516764,2747139113.06,0.517484,1450966113.61,0.515405,0.345624
致欧科技,301376,301376,2024-12-31,按产品分类,家居系列,2953392588.86,0.363547,1904904789.69,0.358831,1048487799.17,0.372439,0.355011
致欧科技,301376,301376,2024-12-31,按产品分类,宠物系列,675517503.44,0.083153,,,,,
致欧科技,301376,301376,2024-12-31,按产品分类,运动户外,205054306.92,0.025241,,,,,
致欧科技,301376,301376,2024-12-31,按产品分类,其他(补充),91371902.49,0.011247,66999933.15,0.012621,24371969.34,0.008657,0.266734
致欧科技,301376,301376,2024-12-31,按产品分类,其他,393569.86,4.8e-05,,,,,
致欧科技,301376,301376,2024-12-31,按地区分类,欧洲地区,4895936780.02,0.602663,3106755206.16,0.585226,1789181573.86,0.635545,0.365442
致欧科技,301376,301376,2024-12-31,按地区分类,北美地区,3017092232.47,0.371388,2056100064.84,0.387312,960992167.63,0.341359,0.318516
致欧科技,301376,301376,2024-12-31,按地区分类,其他(补充),91371902.49,0.011247,66999933.15,0.012621,24371969.34,0.008657,0.266734
致欧科技,301376,301376,2024-12-31,按地区分类,日本地区,62332932.84,0.007673,,,,,
致欧科技,301376,301376,2024-12-31,按地区分类,其他地区,57101250.42,0.007029,,,,,
致欧科技,301376,301376,2024-06-30,按行业分类,跨境电商零售,3672314414.38,0.986895,2386475847.96,0.985429,1285838566.42,0.989628,0.350144
致欧科技,301376,301376,2024-06-30,按行业分类,其他(补充),48764718.99,0.013105,35288077.92,0.014571,13476641.07,0.010372,0.27636
致欧科技,301376,301376,2024-06-30,按产品分类,家具系列,1895542397.93,0.509407,1238211317.22,0.511285,657331080.71,0.505906,0.346777
致欧科技,301376,301376,2024-06-30,按产品分类,家居系列,1334795107.83,0.358712,855032039.91,0.353062,479763067.92,0.369243,0.359428
致欧科技,301376,301376,2024-06-30,按产品分类,宠物系列,308943195.28,0.083025,208191886.88,0.085967,100751308.4,0.077542,0.326116
致欧科技,301376,301376,2024-06-30,按产品分类,运动户外,132762005.91,0.035678,84873529.8,0.035046,47888476.11,0.036857,0.360709
致欧科技,301376,301376,2024-06-30,按产品分类,其他(补充),48764718.99,0.013105,35288077.92,0.014571,13476641.07,0.010372,0.27636
致欧科技,301376,301376,2024-06-30,按产品分类,其他产品,271707.43,7.3e-05,167074.15,6.9e-05,104633.28,8.1e-05,0.385095
致欧科技,301376,301376,2024-06-30,按地区分类,欧洲地区,2278986415.62,0.612453,1455920902.69,0.601182,823065512.93,0.633461,0.361154
致欧科技,301376,301376,2024-06-30,按地区分类,北美地区,1341494299.51,0.360512,896824846.82,0.370319,444669452.69,0.342234,0.331473
致欧科技,301376,301376,2024-06-30,按地区分类,其他(补充),48764718.99,0.013105,35288077.92,0.014571,13476641.07,0.010372,0.27636
致欧科技,301376,301376,2024-06-30,按地区分类,日本地区,29822208.93,0.008014,17955133.17,0.007414,11867075.76,0.009133,0.397927
致欧科技,301376,301376,2024-06-30,按地区分类,其他地区,22011490.32,0.005915,15774965.28,0.006514,6236525.04,0.0048,0.28333
致欧科技,301376,301376,2023-12-31,按行业分类,跨境电商零售,5983547586.04,0.985078,3800229026.4,0.982469,2183318559.64,0.989653,0.364887
致欧科技,301376,301376,2023-12-31,按行业分类,其他(补充),90639643.45,0.014922,67811661.88,0.017531,22827981.57,0.010347,0.251854
致欧科技,301376,301376,2023-12-31,按产品分类,家具系列,2710412455.76,0.446218,1717502851.71,0.444024,992909604.05,0.450065,0.366332
致欧科技,301376,301376,2023-12-31,按产品分类,家居系列,2285217604.18,0.376218,1435963865.95,0.371238,849253738.23,0.384949,0.371629
致欧科技,301376,301376,2023-12-31,按产品分类,宠物系列,518540796.53,0.085368,,,,,
致欧科技,301376,301376,2023-12-31,按产品分类,庭院系列,466447757.85,0.076792,,,,,
致欧科技,301376,301376,2023-12-31,按产品分类,其他(补充),90639643.45,0.014922,67811661.88,0.017531,22827981.57,0.010347,0.251854
致欧科技,301376,301376,2023-12-31,按产品分类,其他产品,2928971.72,0.000482,,,,,
致欧科技,301376,301376,2023-12-31,按地区分类,欧洲地区,3728501172.79,0.613827,2277338681.5,0.588758,1451162491.29,0.657782,0.389208
致欧科技,301376,301376,2023-12-31,按地区分类,北美地区,2173174351.63,0.357772,1469842550.47,0.379997,703331801.16,0.318806,0.323643
致欧科技,301376,301376,2023-12-31,按地区分类,其他(补充),90639643.45,0.014922,67811661.88,0.017531,22827981.57,0.010347,0.251854
致欧科技,301376,301376,2023-12-31,按地区分类,日本地区,48038248.83,0.007909,,,,,
致欧科技,301376,301376,2023-12-31,按地区分类,其他地区,33833812.79,0.00557,,,,,
致欧科技,301376,301376,2023-06-30,按产品分类,家具系列,1134044287.52,0.428928,553864439.0,0.329316,580179848.52,0.603072,0.511602
致欧科技,301376,301376,2023-06-30,按产品分类,家居系列,937325187.48,0.354523,389543266.83,0.231614,547781920.65,0.569396,0.58441
致欧科技,301376,301376,2023-06-30,按产品分类,庭院系列,321841319.24,0.12173,161269277.68,0.095887,160572041.56,0.166908,0.498917
致欧科技,301376,301376,2023-06-30,按产品分类,宠物系列,208217647.8,0.078754,95472898.46,0.056766,112744749.34,0.117193,0.541475
致欧科技,301376,301376,2023-06-30,按产品分类,其他(补充),40806350.46,0.015434,30753764.01,0.018286,10052586.45,0.010449,0.246349
致欧科技,301376,301376,2023-06-30,按产品分类,其他产品,1668424.47,0.000631,1097729.2,0.000653,570695.27,0.000593,0.342056
致欧科技,301376,301376,2023-06-30,按地区分类,欧洲地区,1613824849.97,0.610395,742928145.56,0.44173,870896704.41,0.905259,0.539648
致欧科技,301376,301376,2023-06-30,按地区分类,北美地区,950635459.71,0.359558,437641654.08,0.260213,512993805.63,0.533235,0.539633
致欧科技,301376,301376,2023-06-30,按地区分类,其他(补充),40806350.46,0.015434,30753764.01,0.018286,10052586.45,0.010449,0.246349
致欧科技,301376,301376,2023-06-30,按地区分类,日本地区,22840881.98,0.008639,10099725.45,0.006005,12741156.53,0.013244,0.557822
致欧科技,301376,301376,2023-06-30,按地区分类,其他地区,15795674.85,0.005974,10578086.08,0.00629,5217588.77,0.005423,0.330318
致欧科技,301376,301376,2023-03-31,按行业分类,B2C业务,1037732809.27,0.818745,634503699.95,0.791865,403229109.32,0.864944,0.388567
致欧科技,301376,301376,2023-03-31,按行业分类,B2B业务,210828952.76,0.166339,152382021.69,0.190174,58446931.07,0.125371,0.277224
致欧科技,301376,301376,2023-03-31,按行业分类,其他(补充),18906346.07,0.014917,14391607.2,0.017961,4514738.87,0.009684,0.238795
致欧科技,301376,301376,2023-03-31,按行业分类,其中:租金收入,15819348.38,0.012481,12441220.81,0.015527,3378127.57,0.007246,0.213544
致欧科技,301376,301376,2023-03-31,按行业分类,其中:其他,3086997.69,0.002436,1950386.39,0.002434,1136611.3,0.002438,0.368193
致欧科技,301376,301376,2023-03-31,按产品分类,B2C业务,1037732809.27,0.818745,634503699.95,0.791865,403229109.32,0.864944,0.388567
致欧科技,301376,301376,2023-03-31,按产品分类,B2B业务,210828952.76,0.166339,152382021.69,0.190174,58446931.07,0.125371,0.277224
致欧科技,301376,301376,2023-03-31,按产品分类,其他(补充),18906346.07,0.014917,14391607.2,0.017961,4514738.87,0.009684,0.238795
致欧科技,301376,301376,2023-03-31,按产品分类,其中:租金收入,15819348.38,0.012481,12441220.81,0.015527,3378127.57,0.007246,0.213544
致欧科技,301376,301376,2023-03-31,按产品分类,其中:其他,3086997.69,0.002436,1950386.39,0.002434,1136611.3,0.002438,0.368193
致欧科技,301376,301376,2022-12-31,按产品分类,家具系列,2586426000.0,0.474105,1428117600.0,0.382998,1158308400.0,0.67086,0.447841
致欧科技,301376,301376,2022-12-31,按产品分类,家居系列,1868376100.0,0.342483,866379500.0,0.232349,1001996600.0,0.580329,0.536293
致欧科技,301376,301376,2022-12-31,按产品分类,庭院系列,531628900.0,0.09745,285217900.0,0.076491,246411000.0,0.142714,0.463502
致欧科技,301376,301376,2022-12-31,按产品分类,宠物系列,377662200.0,0.069227,191441200.0,0.051341,186221000.0,0.107854,0.493089
致欧科技,301376,301376,2022-12-31,按产品分类,其他(补充),77426800.0,0.014193,54005600.0,0.014483,23421200.0,0.013565,0.302495
致欧科技,301376,301376,2022-12-31,按产品分类,其他产品,13869500.0,0.002542,8411000.0,0.002256,5458500.0,0.003161,0.393561
致欧科技,301376,301376,2022-12-31,按产品分类,运输费,,,895214700.0,0.240082,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:生活家具类,1934610300.0,0.354624,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:家居收纳类,1017118500.0,0.186443,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:家居用具类,762790500.0,0.139823,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:办公家具类,651815700.0,0.119481,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:庭院家居类,294324900.0,0.053951,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:宠物家具类,238775900.0,0.043769,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:庭院运动类,152596900.0,0.027972,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:宠物家居类,138886300.0,0.025459,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:家居装饰类,88467100.0,0.016216,,,,,
致欧科技,301376,301376,2022-12-31,按产品分类,其中:庭院休闲类,84707100.0,0.015527,,,,,
致欧科技,301376,301376,2022-12-31,按地区分类,欧洲地区,3065100600.0,0.561848,,,,,
致欧科技,301376,301376,2022-12-31,按地区分类,北美地区,2244106100.0,0.411356,,,,,
致欧科技,301376,301376,2022-12-31,按地区分类,其他(补充),77426800.0,0.014193,,,,,
致欧科技,301376,301376,2022-12-31,按地区分类,日本地区,46528000.0,0.008529,,,,,
致欧科技,301376,301376,2022-12-31,按地区分类,其他地区,22227900.0,0.004074,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,家具系列,1336421900.0,0.475819,745546200.0,0.38743,590875700.0,0.668155,0.442133
致欧科技,301376,301376,2022-06-30,按产品分类,家居系列,897258800.0,0.31946,419509100.0,0.218002,477749700.0,0.540233,0.532455
致欧科技,301376,301376,2022-06-30,按产品分类,庭院系列,363142200.0,0.129293,194583500.0,0.101117,168558700.0,0.190604,0.464167
致欧科技,301376,301376,2022-06-30,按产品分类,宠物系列,170916800.0,0.060853,86517600.0,0.04496,84399200.0,0.095438,0.493803
致欧科技,301376,301376,2022-06-30,按产品分类,其他(补充),33763800.0,0.012021,23262500.0,0.012089,10501300.0,0.011875,0.311022
致欧科技,301376,301376,2022-06-30,按产品分类,其他产品,7173200.0,0.002554,4368400.0,0.00227,2804800.0,0.003172,0.391011
致欧科技,301376,301376,2022-06-30,按产品分类,运输费,,,450549800.0,0.234132,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:生活家具类,990415300.0,0.352627,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:家居收纳类,477470600.0,0.169998,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:家居用具类,374551700.0,0.133355,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:办公家具类,346006600.0,0.123192,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:庭院家居类,199167500.0,0.070912,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:庭院运动类,107899200.0,0.038416,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:宠物家具类,103137700.0,0.036721,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:宠物家居类,67779100.0,0.024132,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:庭院休闲类,56075400.0,0.019965,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:家居装饰类,45236500.0,0.016106,,,,,
致欧科技,301376,301376,2022-06-30,按产品分类,其中:租金收入,19278386.92,0.006864,15464566.44,0.008036,3813820.48,0.004313,0.197829
致欧科技,301376,301376,2022-06-30,按产品分类,其中:其他,14485409.31,0.005157,7797891.86,0.004052,6687517.45,0.007562,0.461673
致欧科技,301376,301376,2022-06-30,按地区分类,欧洲地区,1591935400.0,0.566792,,,,,
致欧科技,301376,301376,2022-06-30,按地区分类,北美地区,1150524400.0,0.409632,,,,,
致欧科技,301376,301376,2022-06-30,按地区分类,其他(补充),33763800.0,0.012021,,,,,
致欧科技,301376,301376,2022-06-30,按地区分类,日本地区,22545300.0,0.008027,,,,,
致欧科技,301376,301376,2022-06-30,按地区分类,其他地区,9907800.0,0.003528,,,,,
致欧科技,301376,301376,2022-03-31,按行业分类,B2C业务,1160952783.4,0.813554,773633852.5,0.789916,387318930.9,0.865275,0.333622
致欧科技,301376,301376,2022-03-31,按行业分类,B2B业务,255281762.79,0.178892,197339961.14,0.201493,57941801.65,0.129443,0.226972
致欧科技,301376,301376,2022-03-31,按行业分类,租金收入,8227373.95,0.005765,6739595.5,0.006881,1487778.45,0.003324,0.180833
致欧科技,301376,301376,2022-03-31,按行业分类,其他,2551239.84,0.001788,1674625.7,0.00171,876614.14,0.001958,0.343603
致欧科技,301376,301376,2022-03-31,按产品分类,B2C业务,1160952783.4,0.813554,773633852.5,0.789916,387318930.9,0.865275,0.333622
致欧科技,301376,301376,2022-03-31,按产品分类,B2B业务,255281762.79,0.178892,197339961.14,0.201493,57941801.65,0.129443,0.226972
致欧科技,301376,301376,2022-03-31,按产品分类,租金收入,8227373.95,0.005765,6739595.5,0.006881,1487778.45,0.003324,0.180833
致欧科技,301376,301376,2022-03-31,按产品分类,其他,2551239.84,0.001788,1674625.7,0.00171,876614.14,0.001958,0.343603
致欧科技,301376,301376,2021-12-31,按产品分类,家具系列,3092373000.0,0.518213,1692694700.0,0.421089,1399678300.0,0.718677,0.452623
致欧科技,301376,301376,2021-12-31,按产品分类,家居系列,1876713000.0,0.314495,849593400.0,0.211352,1027119600.0,0.527383,0.547297
致欧科技,301376,301376,2021-12-31,按产品分类,庭院系列,633006600.0,0.106078,285713100.0,0.071076,347293500.0,0.178321,0.548641
致欧科技,301376,301376,2021-12-31,按产品分类,宠物系列,341965500.0,0.057306,164236600.0,0.040857,177728900.0,0.091256,0.519728
致欧科技,301376,301376,2021-12-31,按产品分类,其他产品,14619200.0,0.00245,8422100.0,0.002095,6197100.0,0.003182,0.423901
致欧科技,301376,301376,2021-12-31,按产品分类,其他(补充),8702100.0,0.001458,6398000.0,0.001592,2304100.0,0.001183,0.264775
致欧科技,301376,301376,2021-12-31,按产品分类,其中:生活家具类,2097302800.0,0.351461,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:家居收纳类,1016958600.0,0.17042,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:办公家具类,995070200.0,0.166752,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:家居用具类,756154600.0,0.126715,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:庭院家居类,327575900.0,0.054894,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:宠物家具类,229548500.0,0.038467,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:庭院运动类,209010700.0,0.035026,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:宠物家居类,112417000.0,0.018839,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:家居装饰类,103599800.0,0.017361,,,,,
致欧科技,301376,301376,2021-12-31,按产品分类,其中:庭院休闲类,96420000.0,0.016158,,,,,
致欧科技,301376,301376,2021-12-31,按地区分类,欧洲地区,3575193800.0,0.599123,,,,,
致欧科技,301376,301376,2021-12-31,按地区分类,北美地区,2334572100.0,0.391222,,,,,
致欧科技,301376,301376,2021-12-31,按地区分类,日本地区,39857300.0,0.006679,,,,,
致欧科技,301376,301376,2021-12-31,按地区分类,其他地区,9054200.0,0.001517,,,,,
致欧科技,301376,301376,2021-12-31,按地区分类,其他(补充),8702100.0,0.001458,,,,,
致欧科技,301376,301376,2021-06-30,按行业分类,B2C业务,2634110730.06,0.823261,1718502555.94,0.81111,915608174.12,0.847078,0.347597
致欧科技,301376,301376,2021-06-30,按行业分类,B2B业务,564576195.69,0.176452,400168837.65,0.188874,164407358.04,0.152102,0.291205
致欧科技,301376,301376,2021-06-30,按行业分类,其他(补充),920135.67,0.000288,33438.56,1.6e-05,886697.11,0.00082,0.963659
致欧科技,301376,301376,2021-06-30,按行业分类,其中:线上B2B,412338800.0,0.128872,,,,,
致欧科技,301376,301376,2021-06-30,按行业分类,其中:线下B2B,152237400.0,0.04758,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,家具系列,1618239200.0,0.505762,855811600.0,0.403931,762427600.0,0.705362,0.471146
致欧科技,301376,301376,2021-06-30,按产品分类,家居系列,981344600.0,0.306708,436652500.0,0.206094,544692100.0,0.503924,0.555047
致欧科技,301376,301376,2021-06-30,按产品分类,庭院系列,409792900.0,0.128076,177151700.0,0.083613,232641200.0,0.215229,0.567704
致欧科技,301376,301376,2021-06-30,按产品分类,宠物系列,182951000.0,0.057179,86087300.0,0.040632,96863700.0,0.089614,0.529452
致欧科技,301376,301376,2021-06-30,按产品分类,其他产品,6359300.0,0.001988,3253400.0,0.001536,3105900.0,0.002873,0.488403
致欧科技,301376,301376,2021-06-30,按产品分类,其他(补充),920100.0,0.000288,33400.0,1.6e-05,886700.0,0.00082,0.9637
致欧科技,301376,301376,2021-06-30,按产品分类,运输费,,,559714900.0,0.264178,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:生活家具类,1080342600.0,0.337649,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:办公家具类,537896600.0,0.168113,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:家居收纳类,534418800.0,0.167026,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:家居用具类,392021000.0,0.122522,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:庭院家居类,211993000.0,0.066256,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:庭院运动类,140917300.0,0.044042,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:宠物家具类,125177100.0,0.039123,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:宠物家居类,57773900.0,0.018057,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:庭院休闲类,56882600.0,0.017778,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:家居装饰类,54904800.0,0.01716,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:其他,598404.3,0.000187,,,,,
致欧科技,301376,301376,2021-06-30,按产品分类,其中:租金收入,321731.37,0.000101,33438.56,1.6e-05,288292.81,0.000267,0.896067
致欧科技,301376,301376,2021-06-30,按地区分类,欧洲地区,1929777300.0,0.603129,,,,,
致欧科技,301376,301376,2021-06-30,按地区分类,北美地区,1247546500.0,0.389906,,,,,
致欧科技,301376,301376,2021-06-30,按地区分类,日本地区,19827200.0,0.006197,,,,,
致欧科技,301376,301376,2021-06-30,按地区分类,其他地区,1536000.0,0.00048,,,,,
赛维时代,301381,301381,2026-06-30,按行业分类,跨境出口电商,5867858707.34,0.946236,3299834149.87,0.928765,2568024557.47,0.969676,0.437643
赛维时代,301381,301381,2026-06-30,按行业分类,其他主营业务,312110614.999999,0.05033,246114163.75,0.069271,65996451.25,0.02492,0.211452
赛维时代,301381,301381,2026-06-30,按行业分类,其他(补充),21291596.06,0.003433,6978889.21,0.001964,14312706.85,0.005404,0.672223
赛维时代,301381,301381,2026-06-30,按产品分类,跨境出口电商,5867858707.34,0.946236,3299834149.87,0.928765,2568024557.47,0.969676,0.437643
赛维时代,301381,301381,2026-06-30,按产品分类,物流服务,294966674.03,0.047566,220881108.96,0.062169,74085565.07,0.027974,0.251166
赛维时代,301381,301381,2026-06-30,按产品分类,其他,38435537.03,0.006198,32211944.0,0.009066,6223593.03,0.00235,0.161923
赛维时代,301381,301381,2026-06-30,按地区分类,境外,6160368173.16,0.993406,3515378921.0,0.989432,2644989252.16,0.998737,0.429356
赛维时代,301381,301381,2026-06-30,按地区分类,境内,40892745.24,0.006594,37548281.83,0.010568,3344463.41,0.001263,0.081786
赛维时代,301381,301381,2025-12-31,按行业分类,跨境出口电商,11013445786.3,0.932037,6103159657.66,0.901204,4910286128.64,0.973433,0.445845
赛维时代,301381,301381,2025-12-31,按行业分类,物流服务,683567584.8,0.057848,583835655.07,0.08621,99731929.73,0.019771,0.145899
赛维时代,301381,301381,2025-12-31,按行业分类,其他,119515973.52,0.010114,85233689.35,0.012586,34282284.17,0.006796,0.286843
赛维时代,301381,301381,2025-12-31,按产品分类,跨境出口电商,11013445786.3,0.932037,6103159657.66,0.901204,4910286128.64,0.973433,0.445845
赛维时代,301381,301381,2025-12-31,按产品分类,物流服务,683567584.8,0.057848,583835655.07,0.08621,99731929.73,0.019771,0.145899
赛维时代,301381,301381,2025-12-31,按产品分类,其他,119515973.52,0.010114,85233689.35,0.012586,34282284.17,0.006796,0.286843
赛维时代,301381,301381,2025-12-31,按地区分类,境外,11676539024.49,0.988153,6664561335.77,0.984102,5011977688.72,0.993592,0.429235
赛维时代,301381,301381,2025-12-31,按地区分类,境内,139990320.13,0.011847,107667666.31,0.015898,32322653.82,0.006408,0.230892
赛维时代,301381,301381,2025-06-30,按行业分类,跨境出口电商,4934886392.0,0.92317,2659880713.18,0.896127,2275005678.82,0.956933,0.461005
赛维时代,301381,301381,2025-06-30,按行业分类,物流服务,348945901.54,0.065277,263792647.78,0.088873,85153253.76,0.035818,0.24403
赛维时代,301381,301381,2025-06-30,按行业分类,其他,61755654.27,0.011553,44521829.73,0.015,17233824.54,0.007249,0.279065
赛维时代,301381,301381,2025-06-30,按产品分类,服饰配饰商品销售,3929543828.34,0.7351,2065734652.02,0.695956,1863809176.32,0.783972,0.474307
赛维时代,301381,301381,2025-06-30,按产品分类,非服饰配饰商品销售,1038870204.67,0.194342,623414472.73,0.210031,415455731.94,0.174753,0.399911
赛维时代,301381,301381,2025-06-30,按产品分类,其他主营业务,348945901.54,0.065277,263792647.78,0.088873,85153253.76,0.035818,0.24403
赛维时代,301381,301381,2025-06-30,按产品分类,其他(补充),28228013.26,0.005281,15253418.16,0.005139,12974595.1,0.005457,0.459635
赛维时代,301381,301381,2025-06-30,按地区分类,境外,5263103761.88,0.98457,2903681655.95,0.978265,2359422105.93,0.992441,0.448295
赛维时代,301381,301381,2025-06-30,按地区分类,境内,82484185.93,0.01543,64513534.74,0.021735,17970651.19,0.007559,0.217868
赛维时代,301381,301381,2024-12-31,按行业分类,跨境出口电商,9724996797.12,0.946437,5347682629.14,0.925647,4377314167.98,0.973138,0.45011
赛维时代,301381,301381,2024-12-31,按行业分类,物流服务,454628773.92,0.044244,360675248.0,0.06243,93953525.92,0.020887,0.20666
赛维时代,301381,301381,2024-12-31,按行业分类,其他,95753871.21,0.009319,68877537.1,0.011922,26876334.11,0.005975,0.280681
赛维时代,301381,301381,2024-12-31,按产品分类,服饰配饰商品销售,7447096207.86,0.724751,3946038427.23,0.683032,3501057780.63,0.778334,0.470124
赛维时代,301381,301381,2024-12-31,按产品分类,非服饰配饰商品销售,2324188075.72,0.22619,1443214269.73,0.249811,880973805.99,0.195853,0.379046
赛维时代,301381,301381,2024-12-31,按产品分类,物流服务,454628773.92,0.044244,360675248.0,0.06243,93953525.92,0.020887,0.20666
赛维时代,301381,301381,2024-12-31,按产品分类,其他(补充),49466384.75,0.004814,27307469.29,0.004727,22158915.46,0.004926,0.447959
赛维时代,301381,301381,2024-12-31,按地区分类,境外,9805693443.25,0.95429,5402801233.8,0.935188,4402892209.45,0.978824,0.449014
赛维时代,301381,301381,2024-12-31,按地区分类,境内,469685999.0,0.04571,374434180.45,0.064812,95251818.55,0.021176,0.202799
赛维时代,301381,301381,2024-06-30,按行业分类,跨境出口电商,4005098957.18,0.958736,2099505058.1,0.939624,1905593899.08,0.980713,0.475792
赛维时代,301381,301381,2024-06-30,按行业分类,物流服务,139193854.3,0.03332,111728745.3,0.050004,27465109.0,0.014135,0.197316
赛维时代,301381,301381,2024-06-30,按行业分类,其他,33185025.88,0.007944,23174923.41,0.010372,10010102.47,0.005152,0.301645
赛维时代,301381,301381,2024-06-30,按产品分类,服饰配饰商品销售,3001722829.57,0.718549,1522635039.99,0.681449,1479087789.58,0.761212,0.492746
赛维时代,301381,301381,2024-06-30,按产品分类,非服饰配饰商品销售,1013952258.77,0.242719,587247842.18,0.26282,426704416.59,0.219603,0.420833
赛维时代,301381,301381,2024-06-30,按产品分类,其他主营业务,139193854.3,0.03332,111728745.3,0.050004,27465109.0,0.014135,0.197316
赛维时代,301381,301381,2024-06-30,按产品分类,其他(补充),22608894.72,0.005412,12797099.34,0.005727,9811795.38,0.00505,0.433979
赛维时代,301381,301381,2024-06-30,按地区分类,境外,4033908977.82,0.965633,2118418838.6,0.948089,1915490139.22,0.985806,0.474847
赛维时代,301381,301381,2024-06-30,按地区分类,境内,143568859.54,0.034367,115989888.21,0.051911,27578971.33,0.014194,0.192096
赛维时代,301381,301381,2024-03-31,按产品分类,服饰配饰品类,1309000000.0,0.72762,,,,,
赛维时代,301381,301381,2024-03-31,按产品分类,非服饰配饰品类,428000000.0,0.237908,,,,,
赛维时代,301381,301381,2024-03-31,按产品分类,其他主营业务,62016664.02,0.034473,,,,,
赛维时代,301381,301381,2024-03-31,按地区分类,北美地区,1606000000.0,0.89271,,,,,
赛维时代,301381,301381,2024-03-31,按地区分类,其他主营业务,193016664.02,0.10729,,,,,
赛维时代,301381,301381,2023-12-31,按行业分类,跨境出口电商,6397283004.74,0.974651,3434493000.11,0.966209,2962790004.63,0.984625,0.463133
赛维时代,301381,301381,2023-12-31,按行业分类,物流服务,125766360.38,0.019161,89767185.86,0.025254,35999174.52,0.011964,0.286239
赛维时代,301381,301381,2023-12-31,按行业分类,其他,40613556.02,0.006188,30347207.78,0.008537,10266348.24,0.003412,0.252781
赛维时代,301381,301381,2023-12-31,按产品分类,服饰配饰商品销售,4671151610.93,0.711668,2371026841.77,0.667029,2300124769.16,0.764401,0.492411
赛维时代,301381,301381,2023-12-31,按产品分类,非服饰配饰商品销售,1736380903.14,0.264544,1074579090.98,0.302306,661801812.16,0.219937,0.381139
赛维时代,301381,301381,2023-12-31,按产品分类,物流服务,125766360.38,0.019161,89767185.87,0.025254,35999174.51,0.011964,0.286239
赛维时代,301381,301381,2023-12-31,按产品分类,其他(补充),30364046.69,0.004626,19234275.13,0.005411,11129771.56,0.003699,0.366544
赛维时代,301381,301381,2023-12-31,按地区分类,境外,6431883842.72,0.979923,3458420179.83,0.97294,2973463662.89,0.988172,0.462301
赛维时代,301381,301381,2023-12-31,按地区分类,境内,131779078.42,0.020077,96187213.92,0.02706,35591864.5,0.011828,0.270087
赛维时代,301381,301381,2023-06-30,按产品分类,商品销售收入,2708251000.0,0.976645,,,,,
赛维时代,301381,301381,2023-06-30,按产品分类,物流服务收入,53422700.0,0.019265,,,,,
赛维时代,301381,301381,2023-06-30,按产品分类,其他(补充),11340194.65,0.004089,4244909.0,0.00497,7095285.65,0.003698,0.625676
赛维时代,301381,301381,2023-06-30,按产品分类,其中:服饰配饰品类,1953989300.0,0.704645,,,,,
赛维时代,301381,301381,2023-06-30,按产品分类,其中:非服饰配饰品类,754261700.0,0.272001,,,,,
赛维时代,301381,301381,2023-06-30,按地区分类,境外,2704653500.0,0.975348,,,,,
赛维时代,301381,301381,2023-06-30,按地区分类,境内,57020200.0,0.020563,,,,,
